affiliation	freq	lat	lng
Service de mÃ©decine interne, CHU HÃ©di-Chaker, Sfax, Tunisie	192	N/A	N/A
Service de mÃ©decine interne, CHU Jean-Minjoz, BesanÃ§on, France	118	N/A	N/A
Service de mÃ©decine interne, CHU La Rabta, Tunis, Tunisie	221	N/A	N/A
Service de mÃ©decine interne, CHU Sahloul, Sousse, Tunisie	262	N/A	N/A
Service de mÃ©decine interne, France	197	N/A	N/A
Service de mÃ©decine interne, centre hospitalo-universitaire La Rabta, Tunis, Tunisie	144	N/A	N/A
Service de mÃ©decine interne, centre hospitalo-universitaire la Rabta, Tunis, Tunisie	175	N/A	N/A
Service de mÃ©decine interne, groupe hospitalier PitiÃ©-SalpÃ©triÃ¨re, Paris, France	118	N/A	N/A
Service de mÃ©decine interne, groupe hospitalier PitiÃ©-SalpÃªtriÃ¨re, Paris, France	145	N/A	N/A
Service de mÃ©decine interne, hÃ´pital Avicenne, Bobigny, France	111	N/A	N/A
Service de mÃ©decine interne, hÃ´pital Charles-Nicolle, Tunis, Tunisie	140	N/A	N/A
Service de mÃ©decine interne, hÃ´pital Claude-Huriez, Lille, France	264	N/A	N/A
Service de mÃ©decine interne, hÃ´pital Cochin, Paris, France	153	N/A	N/A
Service de mÃ©decine interne, hÃ´pital Foch, Suresnes, France	101	N/A	N/A
Service de mÃ©decine interne, hÃ´pital Gabriel-Montpied, Clermont-Ferrand, France	126	N/A	N/A
Service de mÃ©decine interne, hÃ´pital Habib Thameur, Tunis, Tunisie	593	N/A	N/A
Service de mÃ©decine interne, hÃ´pital Habib-Thameur, Tunis, Tunisie	285	N/A	N/A
Service de mÃ©decine interne, hÃ´pital Ibn Sina, Rabat, Maroc	149	N/A	N/A
Service de mÃ©decine interne, hÃ´pital Jean-Verdier, Bondy, France	234	N/A	N/A
Service de mÃ©decine interne, hÃ´pital La Rabta, Tunis, Tunisie	435	N/A	N/A
Service de mÃ©decine interne, hÃ´pital Purpan, Toulouse, France	113	N/A	N/A
Service de mÃ©decine interne, hÃ´pital Sahloul, Sousse, Tunisie	120	N/A	N/A
Service de mÃ©decine interne, hÃ´pital Saint-AndrÃ©, Bordeaux, France	178	N/A	N/A
Service de mÃ©decine interne, hÃ´pital Saint-Antoine, Paris, France	144	N/A	N/A
Service de mÃ©decine interne, hÃ´pital de la Conception, Marseille, France	205	N/A	N/A
Service de mÃ©decine interne, hÃ´pital de la PitiÃ©, Paris, France	235	N/A	N/A
Service de mÃ©decine interne, hÃ´pital militaire de Tunis, Tunis, Tunisie	136	N/A	N/A
Service de neurochirurgie, CHU Ibn Rochd, Casablanca, Maroc	111	33.5777477	-7.622457400000001
Service de nÃ©phrologie, de dialyse et de transplantation rÃ©nale, CHU La Rabta, Tunis, Tunisie	157	N/A	N/A
Service de nÃ©phrologie, hÃ´pital la Rabta, Tunis, Tunisie	124	N/A	N/A
Service de pneumologie, CHU Farhat Hached, Sousse, Tunisie	164	35.8296103	10.6277494
Service de pneumologie, CHU Fattouma Bourguiba, Monastir, Tunisie	284	35.7703318	10.8337654
Service de pneumologie, CHU Hassan II, FÃ¨s, Maroc	251	N/A	N/A
Service de pneumologie, CHU HÃ©di Chaker, Sfax, Tunisie	220	N/A	N/A
Service de pneumologie, CHU Ibn Rochd, Casablanca, Maroc	177	33.5777477	-7.622457400000001
Service de pneumologie, CHU Ibn Sina, Rabat, Maroc	120	33.9852642	-6.854770599999999
Service de pneumologie, Monastir, Tunisie	167	35.7698387	10.8336192
Service de pneumologie, hÃ´pital 20 AoÃ»t, Casablanca, Maroc	123	N/A	N/A
Service de pneumologie, hÃ´pital Charles Nicolle, Tunis, Tunisie	190	N/A	N/A
Service de pneumologie, hÃ´pital Charles-Nicolle, Tunis, Tunisie	225	N/A	N/A
Service de pneumologie, hÃ´pital Foch, Suresnes, France	127	N/A	N/A
Service de pneumologie, hÃ´pital Moulay Youssef, Rabat, Maroc	113	N/A	N/A
Service de pneumologie, hÃ´pital des FSI, La Marsa, Tunisie	132	N/A	N/A
Service de pneumologie, hÃ´pital militaire, Tunis, Tunisie	113	N/A	N/A
Service de radiologie, CHU Mohammed VI, Oujda, Maroc	167	34.6562305	-1.9105345
Service de radiothÃ©rapie, Institut national dâoncologie, Rabat, Maroc	157	N/A	N/A
Service des maladies respiratoires, CHU Ibn Rochd, Casablanca, Maroc	1076	33.5488564	-7.610706400000001
Service des maladies respiratoires, CHU Ibn-Rochd, Casablanca, Maroc	118	33.5488564	-7.610706400000001
Service des maladies respiratoires, Casablanca, Maroc	203	33.5882943	-7.6367562
Service des maladies respiratoires, hÃ´pital 20 AoÃ»t, Casablanca, Maroc	244	N/A	N/A
Service des maladies respiratoires, hÃ´pital 20-AoÃ»t, Casablanca, Maroc	126	N/A	N/A
Service deÂ MÃ©decine Interne, HÃ´pital Charles Nicolle, Tunis, Tunisie	148	N/A	N/A
Service deÂ Rhumatologie, HÃ´pital Charles Nicolle, Tunis, Tunisie	158	N/A	N/A
Service deÂ Rhumatologie, HÃ´pital laÂ Rabta, Tunis, Tunisie	179	N/A	N/A
Service dâAnatomie Pathologique	118	N/A	N/A
Service dâORL La Rabta, Tunis, Tunisie	119	N/A	N/A
Service dâendocrinologie et diabÃ©tologie, CHU HÃ©di Chaker, Sfax, Tunisie	116	N/A	N/A
Service dâendocrinologie et maladies mÃ©taboliques, CHU Larrey, Toulouse, France	120	N/A	N/A
Service dâendocrinologie, CHU Farhat Hached, Sousse, Tunisie	125	N/A	N/A
Service dâendocrinologie, diabÃ©tologie et nutrition, CHU Hassan II, FÃ¨s, Maroc	153	N/A	N/A
Service dâendocrinologie, hÃ´pital La Rabta, Tunis, Tunisie	216	N/A	N/A
ServiceNow, Inc. (Santa Clara, CA, US)	112	37.3758029	-121.962734
Services Hospital	813	37.09024	-95.712891
Services, Cybersecurity & Safety	154	N/A	N/A
Servicio Andaluz de Salud	191	37.386082	-5.9945363
Servicio Nacional de la Mujer, Chile.	313	N/A	N/A
Servicio de AngiologÃ­a y CirugÃ­a Vascular	103	N/A	N/A
Servicio de AngiologÃ­a y CirugÃ­a Vascular, Hospital ClÃ­nico Universitario de Valladolid, Valladolid, EspaÃ±a	143	N/A	N/A
Servicio de Cardiolog??a. Fundaci??n Hospital Alcorc??n. Alcorc??n. Madrid. Espa??a.	350	40.3484217	-3.8374076
Servicio de CardiologÃ­a, Hospital General Universitario Gregorio MaraÃ±Ã³n, Madrid, EspaÃ±a	101	N/A	N/A
Servicio de CardiologÃ­a, Hospital General Universitario Gregorio MaraÃ±Ã³n, Madrid, Spain	136	N/A	N/A
Servicio de CardiologÃ­a, Hospital Universitario Reina SofÃ­a, CÃ³rdoba, EspaÃ±a	236	N/A	N/A
Servicio de CardiologÃ­a, Hospital Universitario Reina SofÃ­a, CÃ³rdoba, Spain	233	N/A	N/A
Servicio de CardiologÃ­a, Hospital Universitario Virgen de la Arrixaca, Murcia, Spain	150	N/A	N/A
Servicio de CardiologÃ­a. Hospital Central de Asturias. Oviedo. Asturias	744	N/A	N/A
Servicio de CardiologÃ­a. Hospital General Universitario Gregorio MaraÃ±Ã³n. Madrid. EspaÃ±a.	108	N/A	N/A
Servicio de CardiologÃ­a. Hospital Universitario Reina SofÃ­a. CÃ³rdoba. EspaÃ±a.	131	N/A	N/A
Servicio de CardiologÃ­a. Hospital Universitario Virgen de la Arrixaca. Murcia. EspaÃ±a.	159	N/A	N/A
Servicio de Cirug??a General. Hospital San Agust??n. Avil??s.	1358	43.5518906	-5.936107700000001
Servicio de DermatologÃ­a, Complejo Asistencial Universitario de LeÃ³n, LeÃ³n, EspaÃ±a	120	N/A	N/A
Servicio de DermatologÃ­a, Complejo Hospitalario Universitario de Albacete, Albacete, EspaÃ±a	178	N/A	N/A
Servicio de DermatologÃ­a, Consorcio Hospital General Universitario de Valencia, Valencia, EspaÃ±a	188	N/A	N/A
Servicio de DermatologÃ­a, Consorcio Hospital General Universitario de Valencia, Valencia, Spain	104	N/A	N/A
Servicio de DermatologÃ­a, Hospital Costa del Sol, Marbella, MÃ¡laga, EspaÃ±a	105	N/A	N/A
Servicio de DermatologÃ­a, Hospital General Universitario Gregorio MaraÃ±Ã³n, Madrid, EspaÃ±a	249	N/A	N/A
Servicio de DermatologÃ­a, Hospital General Universitario Gregorio MaraÃ±Ã³n, Madrid, Spain	159	N/A	N/A
Servicio de DermatologÃ­a, Hospital General Universitario de Valencia, Valencia, EspaÃ±a	142	N/A	N/A
Servicio de DermatologÃ­a, Hospital Universitario Doctor Peset, Valencia, EspaÃ±a	104	N/A	N/A
Servicio de DermatologÃ­a, Hospital Universitario RamÃ³n y Cajal, Madrid, EspaÃ±a	1834	N/A	N/A
Servicio de DermatologÃ­a, Hospital Universitario de Fuenlabrada, Madrid, EspaÃ±a	115	N/A	N/A
Servicio de DermatologÃ­a, Instituto Valenciano de OncologÃ­a, Valencia, EspaÃ±a	198	N/A	N/A
Servicio de DermatologÃ­a, Instituto Valenciano de OncologÃ­a, Valencia, Spain	252	N/A	N/A
Servicio de DermatologÃ­a. Instituto Valenciano de OncologÃ­a. Valencia. EspaÃ±a	174	N/A	N/A
Servicio de Endocrinolog??a. Hospital Cl??nico Universitario de Salamanca. Salamanca.	108	40.9637872	-5.6754372
Servicio de EndocrinologÃ­a y NutriciÃ³n. Hospital de Sabadell. Sabadell. Barcelona. EspaÃ±a	453	N/A	N/A
Servicio de GastroenterologÃ­a, Hospital Universitario RamÃ³n y Cajal, Madrid, EspaÃ±a	134	N/A	N/A
Servicio de GastroenterologÃ­a, Instituto Nacional de PediatrÃ­a (INP), MÃ©xico D.F., MÃ©xico	155	N/A	N/A
Servicio de Medicina Interna, Hospital ClÃ­nico Universitario de Valladolid, Valladolid, EspaÃ±a	215	N/A	N/A
Servicio de Medicina Interna. Hospital Universitario Puerta del Mar. CÃ¡diz. EspaÃ±a	102	N/A	N/A
Servicio de NefrologÃ­a, Hospital General de Segovia, Segovia, EspaÃ±a	133	N/A	N/A
Servicio de NeumologÃ­a. Hospital Universitario La Fe. Valencia	133	N/A	N/A
Servicio de NeumologÃ­a. Hospital Universitario Virgen del RocÃ­o. Sevilla	118	N/A	N/A
Servicio de NeurologÃ­a, Hospital Privado de Comunidad, Mar del Plata, Argentina	103	N/A	N/A
Servicio de Obstetricia y GinecologÃ­a, Maternidad Dr. Nerio Belloso, Hospital Central Dr. Urquinaona, Maracaibo, Estado Zulia, Venezuela	153	N/A	N/A
Servicio de Obstetricia y GinecologÃ­a. Hospital Universitario Materno-Infantil de Canarias. Las Palmas de Gran Canaria. EspaÃ±a.	106	N/A	N/A
Servicio de Obstetricia y GinecologÃ­a. Hospital Virgen de la Vega. Salamanca. EspaÃ±a.	125	N/A	N/A
Servicio de RadiodiagnÃ³stico, Hospital Universitario RamÃ³n y Cajal, Madrid, EspaÃ±a	120	N/A	N/A
Servicio de ReumatologÃ­a, Hospital Universitario RamÃ³n y Cajal, Madrid, EspaÃ±a	109	N/A	N/A
Servicio de Urgencias. Hospital General Universitario Gregorio MaraÃ±Ã³n. Madrid. EspaÃ±a	102	N/A	N/A
Servicio de UrologÃ­a	285	N/A	N/A
Servicio de UrologÃ­a.	128	N/A	N/A
Servicios de Obstetricia y GinecologÃ­a	293	N/A	N/A
Servicios de Pediatr??a. Hospital Severo Ochoa. Legan??s. Madrid. Espa??a.	651	40.3202456	-3.7692992
Servier, Lab (FR)	171	N/A	N/A
ServiÃ§o de Cardiologia, Hospital de Braga, Braga, Portugal	141	N/A	N/A
Sesam	549	N/A	N/A
Seth GS Medical College and KEM Hospital	142	N/A	N/A
Sethu Institute of Technology	312	9.7080164	78.0951414
Seton Hall University	3516	40.7433773	-74.2465446
Seton Hill University	108	40.3089647	-79.5559138
Seton Medical Center	273	30.3050778	-97.74608459999999
Setsunan University	2458	34.7796799	135.6118957
Sevastopol Nat. Tech. Univ., Sevastopol	115	44.5949987	33.475786
Sevastopol Nat. Tech. Univ., Ukraine	134	44.5949987	33.475786
Sevastopol State Technical University	510	44.5949987	33.475786
Seven Networks, LLC (Marshall, TX, US)	105	32.5176643	-94.35335099999999
Seven Oaks General Hospital	170	49.9550417	-97.1489143
Sew-Eurodrive GmbH & Co. KG (Ernst-Blickle-Str. 42, 76646 Bruchsal, DE)	184	49.1215349	8.5785497
Sewanee: The University of the South	12102	35.20518	-85.9176605
Sextant, Avionique (Meudon La Foret, FR)	100	48.7874732	2.2274853
Sextant, Avionique (Velizy Villacoublay, FR)	145	48.787899	2.190408
Sezione INFN, Bologna, Italy	147	44.5004273	11.3570121
Sezione di Bologna	156	44.4863955	11.4080439
Sezione di Catania	133	37.5119378	15.0855313
Sezione di Napoli	143	40.8381773	14.1828378
Sezione di Padova	161	45.4091938	11.8860533
Sezione di Pisa	119	43.718666	10.39742
Sezione di Roma	125	41.9029678	12.5135887
Sezione di Torino	153	45.0674476	7.6757257
Sfax University	580	34.7361066	10.7427275
Sfax â Tunisie	243	N/A	N/A
Sfax, Tunisie	597	34.739822	10.7600196
Sgl, Carbon SE (SÃ¶hnleinstrasse 8, 65201 Wiesbaden, DE)	191	N/A	N/A
Shaanxi Institute of Education,Xi'an 710061,China)	187	34.191673	108.939357
Shaanxi Normal University	18307	34.157596	108.893408
Shaanxi Provincial Peopleâs Hospital	113	N/A	N/A
Shaanxi University of Chinese Medicine	915	34.315071	108.740688
Shaanxi University of Science and Technology	6578	34.381105	108.978476
Shaanxi University of Technology	3172	33.070925	107.055683
Shaare Zedek Medical Center	4608	31.773199	35.185261
Shadan Institute Of Medical Sciences	139	17.3548818	78.3732878
Shady Grove Fertility Reproductive Science Center, Rockville, MD	183	39.101818	-77.192877
Shah Abdul Latif University	251	27.4937174	68.75958179999999
Shahed University	3531	35.5538637	51.3488779
Shaheed Beheshti University of Medical Sciences	235	35.8001144	51.3980673
Shaheed Benazir Bhutto University	241	26.2476211	68.39876559999999
Shaheed Bhagat Singh State Technical Campus	100	30.9336641	74.62041909999999
Shaheed Suhrawardy Medical College	613	23.7692146	90.3713616
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology	356	24.818679	67.0316106
Shahid Bahonar University of Kerman	5210	30.2519643	57.1054822
Shahid Beheshti University	15060	35.7990628	51.3946864
Shahid Beheshti University of Medical Sciences and Health Services	21717	35.8001144	51.3980673
Shahid Chamran University of Ahvaz	4293	31.3099968	48.65915099999999
Shahid Rajaee Teacher Training University	1417	35.7796596	51.4910256
Shahid Sadoughi University of Medical Sciences	1010	31.8426836	54.3390183
Shahid Sadoughi University of Medical Sciences and Health Services	297	31.8426836	54.3390183
Shahid Sadoughi University of Medical Sciences, Yazd, Iran	316	31.8426836	54.3390183
Shahjalal University of Science and Technology	1794	24.9172232	91.8319132
Shahrekord University	2775	32.3526374	50.826054
Shahrekord University of Medical Sciences	1729	32.356851	50.9124621
Shahroud University of Medical Sciences	693	36.39982	54.9426091
Shambhunath Institute of Engineering and Technology	110	25.4349875	81.75310879999999
Shandong Academy of Agricultural Science	178	36.7084734	117.0773869
Shandong Academy of Agricultural Sciences	482	36.7084734	117.0773869
Shandong Academy of Science	135	36.644062	117.04502
Shandong Academy of Sciences	753	36.644062	117.04502
Shandong Academy of Sciences (China)	181	36.644062	117.04502
Shandong Agricultural University	14254	36.19393760000001	117.1193702
Shandong Cancer Hospital	103	36.6864366	116.9784006
Shandong Cancer Hospital & Institute, Jinan, China	120	36.6512	117.120095
Shandong Cancer Hospital and Institute	244	35.8939566	117.9249002
Shandong Cancer Hospital and Institute, Jinan, China	253	36.6512	117.120095
Shandong Cancer Hospital, Jinan, China	184	36.6864366	116.9784006
Shandong Comput. Sci. Center, Jinan, China	107	36.6512	117.120095
Shandong Computer Science Center	148	36.6681558	117.0909778
Shandong Economic University	106	36.637008	117.072309
Shandong Electric Power Engineering Consulting Institute Co	104	36.6681001	117.0658499
Shandong Institute of Business and Technology	1438	37.794254	120.757747
Shandong Institute of Commerce and Technology,Jinan 250103,China)	129	36.6362738	117.2692113
Shandong Institute of Commerce and Technology,Jinan,Shandong 250103,China)	106	36.6362738	117.2692113
Shandong Institute of Light Industry	272	35.8939566	117.9249002
Shandong Jiaotong University	1051	36.537538	116.799086
Shandong Normal University	9942	36.652703	117.042083
Shandong Peanut Research Institute	303	36.1491451	120.4273078
Shandong Polytechnic University	1079	36.675298	117.326086
Shandong Provincial Academy of Building Research	100	36.6842413	116.9768756
Shandong Transport Vocational College	176	36.66942	119.178555
Shandong Tumor Hospital	129	36.6864366	116.9784006
Shandong University	100221	36.64893	117.029014
Shandong University of Finance and Economics	904	36.637008	117.072309
Shandong University of Science and Technology	9950	35.99963	120.125188
Shandong University of Technology	8095	36.810009	117.999766
Shandong University of Traditional Chinese Medicine	2757	36.650156	117.046138
Shandong Water Polytechnic	116	35.458467	119.552893
Shandong Women's University	177	36.63420199999999	117.010668
Shandong jianzhu university å±±æ±å»ºç¯å¤§å­¸	2995	N/A	N/A
Shanghai Academy of Agricultural Sciences	660	31.221401	121.324266
Shanghai Academy of Environmental Sciences	108	31.169555	121.430061
Shanghai Academy of Environmental Sciences, Shanghai 200233, China	110	31.169555	121.430061
Shanghai Academy of Social Sciences	627	31.1857468	121.421966
Shanghai Academy of Spaceflight Technology	222	N/A	N/A
Shanghai Aircraft Design and Research Institute	320	N/A	N/A
Shanghai Astronomical Observatory	682	31.188408	121.43397
Shanghai Business School	404	30.941207	121.456093
Shanghai Cancer Institute	156	31.1916607	121.4498724
Shanghai Chest Hospital	531	31.200489	121.430722
Shanghai Dianji University	525	30.884677	121.889196
Shanghai Electric Power Generation Equipment Co	179	N/A	N/A
Shanghai Electrical Apparatus Research Institute	193	31.243693	121.413758
Shanghai Finance University	346	31.26340099999999	121.68697
Shanghai Huali Microelectronics Corporation (Shanghai, CN)	136	31.207393	121.605719
Shanghai Inst. Mater. Med., Chin. Acad. Sci., Shanghai 201203, Peop. Rep. China	238	31.201337	121.6321121
Shanghai Inst. Org. Chem., Acad. Sin., Shanghai 200032, Peop. Rep. China	214	31.1979594	121.4627471
Shanghai Inst. Org. Chem., Chin. Acad. Sci., Shanghai 200032, Peop. Rep. China	732	31.1979594	121.4627471
Shanghai Inst. of Microsyst. & Inf. Technol., Shanghai, China	124	31.21862699999999	121.420084
Shanghai Institute of Applied Physics (China)	108	31.4485207	121.1884876
Shanghai Institute of Applied Physics, CAS, Shanghai 201800, China	131	31.4485207	121.1884876
Shanghai Institute of Cell Biology	105	31.2013464	121.4526487
Shanghai Institute of Ceramics	114	31.2161834	121.4220797
Shanghai Institute of Ceramics (China)	220	31.2161834	121.4220797
Shanghai Institute of Laser Plasma	106	31.230416	121.473701
Shanghai Institute of Measurement and Testing Technology (China)	118	31.181543	121.383147
Shanghai Institute of Metallurgy (China)	147	31.21862699999999	121.420084
Shanghai Institute of Microsystem and Information Technology (China)	369	31.21862699999999	121.420084
Shanghai Institute of Optics and Fine Mechanics	257	31.402547	121.213569
Shanghai Institute of Optics and Fine Mechanics (China)	4928	31.402547	121.213569
Shanghai Institute of Optics and Fine Mechanics, CAS (China)	412	31.378779	121.236019
Shanghai Institute of P	147	31.230416	121.473701
Shanghai Institute of Pharmaceutical Industry	166	31.290555	121.486318
Shanghai Institute of Special Equipment Inspection and Technical Research, Shanghai, China	142	31.087389	121.5245265
Shanghai Institute of Technical Physics (China)	2890	31.403047	121.217792
Shanghai Institute of Technical Physics, CAS (China)	163	31.403047	121.217792
Shanghai Institute of Technology	3923	30.838077	121.507817
Shanghai International Studies University	843	31.229618	121.418586
Shanghai Jiao Tong U.	103	31.0252201	121.4337784
Shanghai Jiao Tong University	180325	31.0252201	121.4337784
Shanghai Key Lab. Green Chem. Chem. Process, East China Norm. Univ., Shanghai 200062, Peop. Rep. China	140	31.227667	121.406829
Shanghai Lixin University of Commerce	566	31.044932	121.198651
Shanghai Maritime University	5499	30.874115	121.905446
Shanghai Mental Health Center	647	31.1874696	121.4487083
Shanghai Museum	117	31.22833069999999	121.4755278
Shanghai No	242	34.0789603	-118.1034247
Shanghai Normal University	8842	30.835243	121.519928
Shanghai Nuclear Engineering Research & Design Institute, Shanghai, China	258	31.1686	121.410691
Shanghai Nuclear Engineering Research and Design Institute, Shanghai, China	302	31.1686	121.410691
Shanghai Ocean University	6081	30.883691	121.896556
Shanghai Polytechnic University	134	31.263651	121.652274
Shanghai Research Institute of Acupuncture and Meridian	336	31.230416	121.473701
Shanghai Second Medical University	630	31.21234	121.470674
Shanghai Second Polytechnic University	1794	31.263651	121.652274
Shanghai Tianma AM-OLED Co., Ltd. (Shanghai, CN)                #N#                            Tianma Micro-Electronics Co., Ltd. (Shenzhen, CN)	114	31.230416	121.473701
Shanghai Tianma Micro-Electronics Co., Ltd. (Shanghai, CN)	117	31.238349	121.711459
Shanghai Tianma Micro-Electronics Co., Ltd. (Shanghai, CN)                #N#                            Tianma Micro-Electronics Co., Ltd. (Shenzhen, CN)	168	22.699187	114.318365
Shanghai Tianma Micro-Electronics Co., Ltd. (Shanghai, CN)                #N#                            Tianma Micro-Electronics Co., Ltd., Futian District (Shenzhen, CN)	104	31.238349	121.711459
Shanghai Tunnel Engineering Co	105	1.2829332	103.8499534
Shanghai University	48190	31.31480359999999	121.382746
Shanghai University of Electric Power	3527	31.048797	121.7883611
Shanghai University of Engineering Sciences	4059	31.05723	121.208437
Shanghai University of Finance and Economics	3356	31.306594	121.494038
Shanghai University of International Business and Economics	889	31.0464001	121.2171783
Shanghai University of Political Science and Law	305	31.115006	121.172661
Shanghai University of Science and Technology	1019	31.29043	121.551957
Shanghai University of Sport	1375	31.3126657	121.524178
Shanghai University of Technology	351	31.212566	121.460366
Shanghai Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Shanghai 200241, China	243	31.0181783	121.4550598
Shanghai Volkswagen	143	31.2339958	121.4221362
Shanghai, China	415	31.230416	121.473701
Shanghai, China, People's Republic of	272	31.230416	121.473701
ShanghaiTech University	1774	31.1763741	121.5924518
Shangqiu Normal University	1673	34.424994	115.62814
Shangqiu Vocational and Technical College,Shangqiu 476000,China)	258	34.414961	115.656339
Shangrao Normal College,Shangrao Jiangxi 334001,China)	211	28.417761	117.971236
Shangrao Normal University	689	28.417761	117.971236
Shanmugha Arts, Science, Technology & Research Academy	4868	10.7285131	79.0184111
Shanti Business School (SBS)	108	23.0021752	72.4556747
Shantou University	13754	23.409312	116.63429
Shanxi Academy of Agricultural Sciences	140	N/A	N/A
Shanxi Agricultural University	3967	37.424442	112.578439
Shanxi College of Traditional Chinese Medicine	148	37.841507	112.530014
Shanxi Datong University	2281	40.094164	113.350743
Shanxi Medical University	8375	37.742848	112.740736
Shanxi Provincial Design Institute of Communications,Taiyuan,Shanxi 030012,China)	118	N/A	N/A
Shanxi Provincial Research Institute of Communications,Taiyuan,Shanxi 030006,China)	298	37.8097105	112.5700854
Shanxi TV University,Taiyuan,Shanxi,030027,China)	122	37.841507	112.530014
Shanxi Taigang Stainless Steel Co	183	N/A	N/A
Shanxi Teachers University	5885	36.082587	111.549913
Shanxi Transportation Research Institute	127	37.1458458	111.7901414
Shanxi University	15992	37.8097105	112.5700854
Shanxi University of Finance and Economics	840	37.839765	112.554941
Shaoguan University	225	24.774817	113.674629
Shaoxing University	2929	29.980111	120.571147
Shaoyang University	1496	27.199945	111.436217
Shape Inc. (Biddeford, ME)	114	43.4925843	-70.45338439999999
Shaqra University	485	25.1736417	45.1430879
Sharda University	972	28.47272	77.48200159999999
Sharif University of Technology	16436	35.7036366	51.351593
Sharif University of Technology International Campus â Kish Island	264	N/A	N/A
Sharp	154	32.6187363	-117.0221402
Sharp Corp. (Japan)	122	33.697708	-117.86363
Sharp Corporation	156	40.5800625	-75.6175955
Sharp Corporation (Osaka, JP)	341	34.6937249	135.5022535
Sharp HealthCare	182	32.8255086	-117.1406347
Sharp Kabushiki Kaisha	376	N/A	N/A
Sharp Kabushiki Kaisha (22-22 Nagaike-cho #N#Abeno-ku, Osaka 545-8522, JP)	165	34.6216788	135.5175792
Sharp Kabushiki Kaisha (22-22 Nagaike-cho Abeno-ku, Osaka-shi, Osaka 545-8522, JP)	115	34.6216788	135.5175792
Sharp Kabushiki Kaisha (22-22 Nagaike-cho, Abeno-ku, Osaka-shi, Osaka 545-8522, JP)	144	34.6216788	135.5175792
Sharp Kabushiki Kaisha (22-22, Nagaike-cho #N#Abeno-ku, Osaka-shi, Osaka 545-8522, JP)	215	34.622488	135.517271
Sharp Kabushiki Kaisha (22-22, Nagaike-cho Abeno-ku, Osaka-shi, Osaka 545-8522, JP)	2415	34.6216788	135.5175792
Sharp Kabushiki Kaisha (22-22, Nagaike-cho, Abeno-ku, Osaka-shi, Osaka, 545-8522, JP)	128	34.6216788	135.5175792
Sharp Kabushiki Kaisha (JP)	418	N/A	N/A
Sharp Kabushiki Kaisha (Osaka, JA)	173	34.6937249	135.5022535
Sharp Kabushiki Kaisha (Osaka, JP)	24258	34.6937249	135.5022535
Sharp Kabushiki Kaisha (Osaka-Shi, JP)	296	34.6937249	135.5022535
Sharp Kabushiki Kaisha (Osaka-shi, JP)	892	34.6937249	135.5022535
Sharp Kabushiki Kaisha (Osaka-shi, Osaka, JP)	1448	34.5996469	135.431372
Sharp Kabushiki Kaisha (Sakai City, Osaka, JP)	411	34.5956915	135.433392
Sharp Laboratories of America, Inc.	417	45.5933275	-122.4611056
Sharp Laboratories of America, Inc. (Camas, WA)	630	45.5933275	-122.4611056
Sharp Laboratories of America, Inc. (Camas, WA, US)	3056	45.5933275	-122.4611056
Sharp Memorial Hospital	402	32.7996759	-117.1546001
Sharper Image Corporation (San Francisco, CA)	143	42.4979857	-83.3514987
Sharper Image Corporation (San Francisco, CA, US)	176	42.4742751	-83.4434835
Shatin Hospital	164	22.398076	114.212764
Shatin, Hong Kong	108	22.3771304	114.1974398
Shaw University	132	35.7710445	-78.6379764
Shawnee State University	122	38.7313489	-82.9919558
Shazhou Professional Institute of Technology,Zhangjiagang 215600,China)	214	31.893803	120.571096
Sheba Medical Center	31153	32.04671	34.842852
Shefa Neuroscience Research Center, Khatam Alanbia Hospital, Tehran, Iran	102	35.6891975	51.3889736
Sheffield City Polytechnic	237	53.3780778	-1.466475
Sheffield Hallam University	8657	53.3780778	-1.466475
Sheffield Teaching Hospitals	134	53.3792136	-1.4922602
Sheffield Teaching Hospitals NHS Foundation Trust	344	53.3792136	-1.4922602
Sheffield Teaching Hospitals NHS Foundation Trust, Sheffield, UK	197	53.3792136	-1.4922602
Sheffield Teaching Hospitals, Sheffield, UK	112	53.3792136	-1.4922602
Sheffield, England	124	53.38112899999999	-1.470085
Sheffield, UK	374	53.38112899999999	-1.470085
Sheffield, United Kingdom	118	53.38112899999999	-1.470085
Sheikh Khalifa Medical City	128	24.4701635	54.36649
Shell Canada Limited	339	44.2751477	-76.54359590000001
Shell Nigeria	345	9.0463031	7.4699158
Shell Oil Company	901	37.0364326	-95.64207770000002
Shelter Insurance	551	37.03317060000001	-95.6253624
Shemyakin Institute of Bioorganic Chemistry, USSR Academy of Sciences, Moscow, USSR	166	55.647883	37.511034
Shemyakin-Ovchinnikov Institute of Bioorganic Chemistry	124	55.647883	37.511034
Shemyakin-Ovchinnikov Institute of Bioorganic Chemistry, Moscow, Russia	100	55.647883	37.511034
Shenandoah University	441	39.1660159	-78.1583388
Sheng	122	39.067694	-94.59052299999999
Shengli Oilfield Co	111	N/A	N/A
Shenkar College of Engineering and Design	295	32.0900011	34.8030246
Shenyang	5174	41.805699	123.431472
Shenyang Aerospace University	4540	41.9268954	123.4046404
Shenyang Agricultural University	7358	41.821328	123.57225
Shenyang Conservatory of Music	145	41.828804	123.454995
Shenyang Institute of Automation	1836	N/A	N/A
Shenyang Institute of Chemical Technology	155	41.74342	123.233549
